pub_date;amnt_base;amnt_trade;id;price;type;user;
16 декабря 2017 г. 18:15:01;1850.0000000000;0.2000000000;329227;9250.0000000000;buy;Ed2018;
16 декабря 2017 г. 18:13:40;4372.7492520000;0.4732410000;329164;9240.0050967689;sell;Cupriynovandrew;
16 декабря 2017 г. 18:13:40;4372.7492520000;0.4732410000;329163;9240.0050967689;buy;Ed2018;
16 декабря 2017 г. 18:13:21;461.5191250000;0.0499750000;329152;9235.0000000000;sell;tsigor;
16 декабря 2017 г. 18:13:21;461.5191250000;0.0499750000;329151;9235.0000000000;buy;Ed2018;
16 декабря 2017 г. 18:10:56;153.4926150000;0.0170080000;328964;9024.7304209784;sell;mageounk;
16 декабря 2017 г. 18:10:56;153.4926150000;0.0170080000;328963;9024.7304209784;buy;Ed2018;
16 декабря 2017 г. 18:10:56;180.4998000000;0.0200000000;328962;9024.9900000000;sell;anbauak;
16 декабря 2017 г. 18:10:56;180.4998000000;0.0200000000;328961;9024.9900000000;buy;Ed2018;
16 декабря 2017 г. 18:10:54;2662.4821710000;0.3132330000;328960;8500.0053346870;buy;xmrtrader;
16 декабря 2017 г. 18:10:54;2662.4821710000;0.3132330000;328959;8500.0053346870;sell;artimanton;
16 декабря 2017 г. 18:10:54;95.1330380000;0.0111020000;328958;8569.0000000000;buy;akexsandersychov;
16 декабря 2017 г. 18:10:54;95.1330380000;0.0111020000;328957;8569.0000000000;sell;artimanton;
16 декабря 2017 г. 18:10:54;86.8800000000;0.0100000000;328956;8688.0000000000;buy;puma;
16 декабря 2017 г. 18:10:54;86.8800000000;0.0100000000;328955;8688.0000000000;sell;artimanton;
16 декабря 2017 г. 18:10:54;2610.0000000000;0.3000000000;328954;8700.0000000000;buy;staser85;
16 декабря 2017 г. 18:10:54;2610.0000000000;0.3000000000;328953;8700.0000000000;sell;artimanton;
16 декабря 2017 г. 18:10:54;870.0000000000;0.1000000000;328952;8700.0000000000;buy;vaha666;
16 декабря 2017 г. 18:10:54;870.0000000000;0.1000000000;328951;8700.0000000000;sell;artimanton;
16 декабря 2017 г. 18:10:54;2625.0000000000;0.3000000000;328950;8750.0000000000;buy;philpher;
16 декабря 2017 г. 18:10:54;2625.0000000000;0.3000000000;328949;8750.0000000000;sell;artimanton;
16 декабря 2017 г. 18:10:54;879.0000000000;0.1000000000;328948;8790.0000000000;buy;vaha666;
16 декабря 2017 г. 18:10:54;879.0000000000;0.1000000000;328947;8790.0000000000;sell;artimanton;
16 декабря 2017 г. 18:10:54;9591.5160000000;1.0899450000;328946;8800.0000000000;buy;zloymotlox;
16 декабря 2017 г. 18:10:54;9591.5160000000;1.0899450000;328945;8800.0000000000;sell;artimanton;
16 декабря 2017 г. 18:10:54;531.6344000000;0.0604130000;328944;8800.0000000000;buy;ozamodaz;
16 декабря 2017 г. 18:10:54;531.6344000000;0.0604130000;328943;8800.0000000000;sell;artimanton;
16 декабря 2017 г. 18:10:54;880.0000000000;0.1000000000;328942;8800.0000000000;buy;vaha666;
16 декабря 2017 г. 18:10:54;880.0000000000;0.1000000000;328941;8800.0000000000;sell;artimanton;
16 декабря 2017 г. 18:10:54;1000.0500000000;0.1130000000;328940;8850.0000000000;buy;elvie;
16 декабря 2017 г. 18:10:54;1000.0500000000;0.1130000000;328939;8850.0000000000;sell;artimanton;
16 декабря 2017 г. 18:10:54;199.8450000000;0.0225000000;328938;8882.0000000000;buy;Oxaramambyry;
16 декабря 2017 г. 18:10:54;199.8450000000;0.0225000000;328937;8882.0000000000;sell;artimanton;
16 декабря 2017 г. 18:10:54;1451.3215200000;0.1632900000;328936;8888.0000000000;buy;VasylBaluyk;
16 декабря 2017 г. 18:10:54;1451.3215200000;0.1632900000;328935;8888.0000000000;sell;artimanton;
16 декабря 2017 г. 18:10:54;1350.0000000000;0.1500000000;328934;9000.0000000000;buy;mburlaka;
16 декабря 2017 г. 18:10:54;1350.0000000000;0.1500000000;328933;9000.0000000000;sell;artimanton;
16 декабря 2017 г. 18:10:54;423.9000000000;0.0471000000;328932;9000.0000000000;buy;Chmuly;
16 декабря 2017 г. 18:10:54;423.9000000000;0.0471000000;328931;9000.0000000000;sell;artimanton;
16 декабря 2017 г. 18:10:54;1061.3691480000;0.1179170000;328930;9000.9849979223;buy;skh9929;
16 декабря 2017 г. 18:10:54;1061.3691480000;0.1179170000;328929;9000.9849979223;sell;artimanton;
16 декабря 2017 г. 18:10:45;314.7397360000;0.0349670000;328918;9001.0505905568;buy;skh9929;
16 декабря 2017 г. 18:10:45;314.7397360000;0.0349670000;328917;9001.0505905568;sell;JamaJee;
16 декабря 2017 г. 18:10:45;0.0923630000;0.0000100000;328916;9236.3000000000;buy;nickispeaki;
16 декабря 2017 г. 17:58:39;180.0676370000;0.0199900000;328396;9007.8857928964;buy;nickispeaki;
16 декабря 2017 г. 17:58:39;180.0676370000;0.0199900000;328395;9007.8857928964;sell;domining2017;
16 декабря 2017 г. 17:58:19;1581.5498200000;0.1753380000;328376;9020.0060454665;sell;iboichak;
16 декабря 2017 г. 17:58:19;1581.5498200000;0.1753380000;328375;9020.0060454665;buy;Kemaks;
16 декабря 2017 г. 17:56:29;153.4843200000;0.0170160000;328298;9020.0000000000;sell;iboichak;
16 декабря 2017 г. 17:56:29;153.4843200000;0.0170160000;328297;9020.0000000000;buy;mageounk;
16 декабря 2017 г. 17:52:59;440.0249470000;0.0487830000;328214;9020.0468810856;buy;dbaik;
16 декабря 2017 г. 17:52:59;440.0249470000;0.0487830000;328213;9020.0468810856;sell;iboichak;
16 декабря 2017 г. 17:51:49;1363.9750530000;0.1512170000;328164;9019.9848760391;buy;dbaik;
16 декабря 2017 г. 17:51:49;1363.9750530000;0.1512170000;328163;9019.9848760391;sell;artemyuma;
16 декабря 2017 г. 17:51:49;1566.5097370000;0.1736710000;328162;9019.9845512492;buy;gala25;
16 декабря 2017 г. 17:51:49;1566.5097370000;0.1736710000;328161;9019.9845512492;sell;artemyuma;
16 декабря 2017 г. 17:51:21;451.0500000000;0.0500000000;328146;9021.0000000000;buy;Olivia;
16 декабря 2017 г. 17:51:21;451.0500000000;0.0500000000;328145;9021.0000000000;sell;artemyuma;
16 декабря 2017 г. 17:51:21;306.7140000000;0.0340000000;328144;9021.0000000000;buy;svetlana5;
16 декабря 2017 г. 17:51:21;306.7140000000;0.0340000000;328143;9021.0000000000;sell;artemyuma;
16 декабря 2017 г. 17:51:21;180.4200000000;0.0200000000;328142;9021.0000000000;buy;puma;
16 декабря 2017 г. 17:51:21;180.4200000000;0.0200000000;328141;9021.0000000000;sell;artemyuma;
16 декабря 2017 г. 17:48:40;307.7323530000;0.0340000000;327992;9050.9515588235;buy;svetlana5;
16 декабря 2017 г. 17:48:40;307.7323530000;0.0340000000;327991;9050.9515588235;sell;mulection;
16 декабря 2017 г. 17:48:26;1199.9715000000;0.1318650000;327978;9100.0000000000;buy;simon;
16 декабря 2017 г. 17:48:26;1199.9715000000;0.1318650000;327977;9100.0000000000;sell;mulection;
16 декабря 2017 г. 17:28:05;3350.0268440000;0.3681350000;327100;9099.9955016502;buy;simon;
16 декабря 2017 г. 17:28:04;3350.0268440000;0.3681350000;327099;9099.9955016502;sell;8Bogdan8;
16 декабря 2017 г. 17:28:04;455.2500000000;0.0500000000;327098;9105.0000000000;buy;tsigor;
16 декабря 2017 г. 17:28:04;455.2500000000;0.0500000000;327097;9105.0000000000;sell;8Bogdan8;
16 декабря 2017 г. 17:28:04;182.1756020000;0.0200000000;327096;9108.7801000000;buy;JaneSan;
16 декабря 2017 г. 17:28:04;182.1756020000;0.0200000000;327095;9108.7801000000;sell;8Bogdan8;
16 декабря 2017 г. 17:28:04;182.1758000000;0.0200000000;327094;9108.7900000000;buy;anbauak;
16 декабря 2017 г. 17:28:04;182.1758000000;0.0200000000;327093;9108.7900000000;sell;8Bogdan8;
16 декабря 2017 г. 17:23:03;91.9987790000;0.0101000000;326928;9108.7900000000;buy;anbauak;
16 декабря 2017 г. 17:23:03;91.9987790000;0.0101000000;326927;9108.7900000000;sell;JamaJee;
16 декабря 2017 г. 16:58:11;108.3135160000;0.0116920000;326098;9263.8997605200;buy;Dookie;
16 декабря 2017 г. 16:58:11;108.3135160000;0.0116920000;326097;9263.8997605200;sell;INJHV;
16 декабря 2017 г. 16:53:31;961.7699750000;0.1039190000;326002;9254.9964395346;sell;Drool;
16 декабря 2017 г. 16:53:31;961.7699750000;0.1039190000;326001;9254.9964395346;buy;Dookie;
16 декабря 2017 г. 16:53:31;462.2687500000;0.0499750000;326000;9250.0000000000;sell;tsigor;
16 декабря 2017 г. 16:53:31;462.2687500000;0.0499750000;325999;9250.0000000000;buy;Dookie;
16 декабря 2017 г. 16:45:10;144.2916280000;0.0155890000;325874;9255.9899929437;sell;anbauak;
16 декабря 2017 г. 16:45:10;144.2916280000;0.0155890000;325873;9255.9899929437;buy;Console;
16 декабря 2017 г. 16:41:01;409.9253150000;0.0454460000;325818;9020.0526999076;buy;gala25;
16 декабря 2017 г. 16:41:01;409.9253150000;0.0454460000;325817;9020.0526999076;sell;Cent;
16 декабря 2017 г. 16:40:15;955.0649490000;0.1058830000;325802;9020.0027294278;buy;gala25;
16 декабря 2017 г. 16:40:15;955.0649490000;0.1058830000;325801;9020.0027294278;sell;Yuriybryk;
16 декабря 2017 г. 16:00:41;483.0150160000;0.0535790000;325190;9015.0061777935;buy;iceanothers;
16 декабря 2017 г. 16:00:41;483.0150160000;0.0535790000;325189;9015.0061777935;sell;ANasalskiy;
16 декабря 2017 г. 15:57:09;457.7485320000;0.0500000000;325138;9154.9706400000;buy;Olivia;
16 декабря 2017 г. 15:57:09;457.7485320000;0.0500000000;325137;9154.9706400000;sell;mulection;
16 декабря 2017 г. 15:57:09;457.7500000000;0.0500000000;325136;9155.0000000000;buy;myushchenko;
16 декабря 2017 г. 15:57:09;457.7500000000;0.0500000000;325135;9155.0000000000;sell;mulection;
16 декабря 2017 г. 15:57:09;393.6650000000;0.0430000000;325134;9155.0000000000;buy;gymkyiv;
16 декабря 2017 г. 15:57:09;393.6650000000;0.0430000000;325133;9155.0000000000;sell;mulection;
16 декабря 2017 г. 15:56:57;906.4425320000;0.0990000000;325128;9155.9851717172;buy;Magdar;
16 декабря 2017 г. 15:56:57;906.4425320000;0.0990000000;325127;9155.9851717172;sell;mulection;
16 декабря 2017 г. 15:56:50;107.3525460000;0.0116980000;325118;9177.0000000000;buy;skh9929;
16 декабря 2017 г. 15:56:50;107.3525460000;0.0116980000;325117;9177.0000000000;sell;mulection;
16 декабря 2017 г. 15:56:46;844.6502100000;0.0920400000;325116;9176.9905475880;buy;alexandrraizer;
16 декабря 2017 г. 15:56:46;844.6502100000;0.0920400000;325115;9176.9905475880;sell;mulection;
16 декабря 2017 г. 15:56:31;655.3320740000;0.0714100000;325104;9177.0350651169;buy;alexandrraizer;
16 декабря 2017 г. 15:56:31;655.3320740000;0.0714100000;325103;9177.0350651169;sell;MartinMart;
16 декабря 2017 г. 15:55:18;107.3526630000;0.0116980000;325080;9177.0100017097;sell;MartinMart;
16 декабря 2017 г. 15:55:18;107.3526630000;0.0116980000;325079;9177.0100017097;buy;INJHV;
16 декабря 2017 г. 15:54:16;183.5402000000;0.0200000000;325060;9177.0100000000;buy;anbauak;
16 декабря 2017 г. 15:54:16;183.5402000000;0.0200000000;325059;9177.0100000000;sell;MartinMart;
16 декабря 2017 г. 15:51:28;187.2598000000;0.0200000000;325024;9362.9900000000;sell;anbauak;
16 декабря 2017 г. 15:51:28;187.2598000000;0.0200000000;325023;9362.9900000000;buy;Sofa17king;
16 декабря 2017 г. 15:46:12;8259.3000000000;0.9000000000;324960;9177.0000000000;buy;skh9929;
16 декабря 2017 г. 15:46:12;8259.3000000000;0.9000000000;324959;9177.0000000000;sell;MartinMart;
16 декабря 2017 г. 15:45:07;459.0009580000;0.0500110000;324942;9178.0000000000;buy;natashich;
16 декабря 2017 г. 15:45:07;459.0009580000;0.0500110000;324941;9178.0000000000;sell;skh9929;
16 декабря 2017 г. 15:45:07;917.8000000000;0.1000000000;324940;9178.0000000000;buy;Magdar;
16 декабря 2017 г. 15:45:07;917.8000000000;0.1000000000;324939;9178.0000000000;sell;skh9929;
16 декабря 2017 г. 15:39:02;14083.3453950000;1.5346350000;324798;9177.0000000000;buy;skh9929;
16 декабря 2017 г. 15:39:02;14083.3453950000;1.5346350000;324797;9177.0000000000;sell;Elen;
16 декабря 2017 г. 15:38:55;11542.2616260000;1.2577380000;324794;9177.0000000000;buy;skh9929;
16 декабря 2017 г. 15:38:55;11542.2616260000;1.2577380000;324793;9177.0000000000;sell;Vetal321;
16 декабря 2017 г. 15:38:49;1840.0000000000;0.2000000000;324786;9200.0000000000;buy;dbaik;
16 декабря 2017 г. 15:38:49;1840.0000000000;0.2000000000;324785;9200.0000000000;sell;Vetal321;
16 декабря 2017 г. 15:38:40;1638.0834130000;0.1780330000;324776;9201.0099981464;buy;skh9929;
16 декабря 2017 г. 15:38:40;1638.0834130000;0.1780330000;324775;9201.0099981464;sell;Vetal321;
16 декабря 2017 г. 15:37:53;212.2116870000;0.0229630000;324748;9241.4617863520;buy;Krasavchik;
16 декабря 2017 г. 15:37:53;212.2116870000;0.0229630000;324747;9241.4617863520;sell;Vetal321;
16 декабря 2017 г. 21:35:13;646.8976000000;0.0699500000;335400;9248.0000000000;sell;Magdar;
16 декабря 2017 г. 21:35:13;646.8976000000;0.0699500000;335399;9248.0000000000;buy;nmuov;
16 декабря 2017 г. 21:35:13;1872.2887660000;0.2024530000;335398;9248.0169026885;sell;yura2986;
16 декабря 2017 г. 21:35:13;1872.2887660000;0.2024530000;335397;9248.0169026885;buy;nmuov;
16 декабря 2017 г. 21:34:04;1513.4491970000;0.1664030000;335332;9095.0836042619;sell;alexandrraizer;
16 декабря 2017 г. 21:34:04;1513.4491970000;0.1664030000;335331;9095.0836042619;buy;nmuov;
16 декабря 2017 г. 21:34:04;90.9505000000;0.0100000000;335330;9095.0500000000;sell;anbauak;
16 декабря 2017 г. 21:34:04;90.9505000000;0.0100000000;335329;9095.0500000000;buy;nmuov;
16 декабря 2017 г. 21:31:13;481.1376840000;0.0534300000;335272;9005.0099943852;sell;nonka;
16 декабря 2017 г. 21:31:13;481.1376840000;0.0534300000;335271;9005.0099943852;buy;nmuov;
16 декабря 2017 г. 21:30:59;5403.0060000000;0.6000000000;335256;9005.0100000000;sell;nonka;
16 декабря 2017 г. 21:30:59;5403.0060000000;0.6000000000;335255;9005.0100000000;buy;joblam;
16 декабря 2017 г. 21:30:38;1499.9645160000;0.1665700000;335242;9005.0100018010;sell;nonka;
16 декабря 2017 г. 21:30:38;1499.9645160000;0.1665700000;335241;9005.0100018010;buy;alexandrraizer;
16 декабря 2017 г. 21:29:58;90.0501000000;0.0100000000;335216;9005.0100000000;buy;anbauak;
16 декабря 2017 г. 21:29:58;90.0501000000;0.0100000000;335215;9005.0100000000;sell;nonka;
16 декабря 2017 г. 21:28:47;149.5122540000;0.0161670000;335180;9247.9899795881;sell;anbauak;
16 декабря 2017 г. 21:28:47;149.5122540000;0.0161670000;335179;9247.9899795881;buy;futura;
16 декабря 2017 г. 21:26:27;180.9602000000;0.0200000000;335084;9048.0100000000;buy;anbauak;
16 декабря 2017 г. 21:26:27;180.9602000000;0.0200000000;335083;9048.0100000000;sell;VG1987;
16 декабря 2017 г. 21:25:40;379.1680000000;0.0410000000;335060;9248.0000000000;sell;yura2986;
16 декабря 2017 г. 21:25:40;379.1680000000;0.0410000000;335059;9248.0000000000;buy;VG1987;
16 декабря 2017 г. 21:23:31;2262.8358170000;0.2381930000;334990;9500.0097274059;sell;vaha666;
16 декабря 2017 г. 21:23:31;2262.8358170000;0.2381930000;334989;9500.0097274059;buy;assodad;
16 декабря 2017 г. 21:23:31;475.0000000000;0.0500000000;334988;9500.0000000000;sell;myushchenko;
16 декабря 2017 г. 21:23:31;475.0000000000;0.0500000000;334987;9500.0000000000;buy;assodad;
16 декабря 2017 г. 21:23:31;189.9050000000;0.0199900000;334986;9500.0000000000;sell;JaneSan;
16 декабря 2017 г. 21:23:31;189.9050000000;0.0199900000;334985;9500.0000000000;buy;assodad;
16 декабря 2017 г. 21:23:31;972.9792220000;0.1024190000;334984;9499.9875218465;sell;bravephilae;
16 декабря 2017 г. 21:23:31;972.9792220000;0.1024190000;334983;9499.9875218465;buy;assodad;
16 декабря 2017 г. 21:23:31;284.8575000000;0.0299850000;334982;9500.0000000000;sell;puma;
16 декабря 2017 г. 21:23:31;284.8575000000;0.0299850000;334981;9500.0000000000;buy;assodad;
16 декабря 2017 г. 21:23:31;474.8169620000;0.0499860000;334980;9498.9989597087;sell;natashich;
16 декабря 2017 г. 21:23:31;474.8169620000;0.0499860000;334979;9498.9989597087;buy;assodad;
16 декабря 2017 г. 21:23:30;939.9308000000;0.0989510000;334978;9498.9520065487;sell;Magdar;
16 декабря 2017 г. 21:23:30;939.9308000000;0.0989510000;334977;9498.9520065487;buy;assodad;
16 декабря 2017 г. 21:23:30;1448.3100350000;0.1528080000;334976;9477.9725865138;sell;skh9929;
16 декабря 2017 г. 21:23:30;1448.3100350000;0.1528080000;334975;9477.9725865138;buy;assodad;
16 декабря 2017 г. 21:23:30;188.9055000000;0.0199900000;334974;9450.0000000000;sell;Sofa17king;
16 декабря 2017 г. 21:23:30;188.9055000000;0.0199900000;334973;9450.0000000000;buy;assodad;
16 декабря 2017 г. 21:23:30;538.4258520000;0.0572790000;334972;9400.0567747342;sell;sashagorik;
16 декабря 2017 г. 21:23:30;538.4258520000;0.0572790000;334971;9400.0567747342;buy;assodad;
16 декабря 2017 г. 21:23:30;470.0000000000;0.0500000000;334970;9400.0000000000;sell;myushchenko;
16 декабря 2017 г. 21:23:30;470.0000000000;0.0500000000;334969;9400.0000000000;buy;assodad;
16 декабря 2017 г. 21:23:30;128.8348800000;0.0137600000;334968;9363.0000000000;sell;gogi;
16 декабря 2017 г. 21:23:30;128.8348800000;0.0137600000;334967;9363.0000000000;buy;assodad;
16 декабря 2017 г. 21:23:30;1513.4671250000;0.1632870000;334966;9268.7545548635;sell;alexandrraizer;
16 декабря 2017 г. 21:23:30;1513.4671250000;0.1632870000;334965;9268.7545548635;buy;assodad;
16 декабря 2017 г. 21:23:30;277.4700000000;0.0300000000;334964;9249.0000000000;sell;Magdar;
16 декабря 2017 г. 21:23:30;277.4700000000;0.0300000000;334963;9249.0000000000;buy;assodad;
16 декабря 2017 г. 21:23:30;1048.8550980000;0.1134020000;334962;9249.0000000000;sell;yura2986;
16 декабря 2017 г. 21:23:30;1048.8550980000;0.1134020000;334961;9249.0000000000;buy;assodad;
16 декабря 2017 г. 21:23:30;832.3200000000;0.0900000000;334960;9248.0000000000;sell;yura2986;
16 декабря 2017 г. 21:23:30;832.3200000000;0.0900000000;334959;9248.0000000000;buy;assodad;
16 декабря 2017 г. 21:23:30;852.0549590000;0.0926150000;334958;9199.9671651460;sell;xr9kayu;
16 декабря 2017 г. 21:23:30;852.0549590000;0.0926150000;334957;9199.9671651460;buy;assodad;
16 декабря 2017 г. 21:23:30;183.9998000000;0.0200000000;334956;9199.9900000000;sell;anbauak;
16 декабря 2017 г. 21:23:30;183.9998000000;0.0200000000;334955;9199.9900000000;buy;assodad;
16 декабря 2017 г. 21:22:16;86.5302000000;0.0100000000;334882;8653.0200000000;sell;VG1987;
16 декабря 2017 г. 21:22:16;86.5302000000;0.0100000000;334881;8653.0200000000;buy;INJHV;
16 декабря 2017 г. 21:21:17;180.0002000000;0.0200000000;334822;9000.0100000000;buy;anbauak;
16 декабря 2017 г. 21:21:17;180.0002000000;0.0200000000;334821;9000.0100000000;sell;VG1987;
16 декабря 2017 г. 21:13:58;184.9800000000;0.0200000000;334584;9249.0000000000;sell;yura2986;
16 декабря 2017 г. 21:13:58;184.9800000000;0.0200000000;334583;9249.0000000000;buy;VG1987;
16 декабря 2017 г. 21:13:08;87.0181920000;0.0096460000;334552;9021.1685672818;sell;ffizzik;
16 декабря 2017 г. 21:13:08;87.0181920000;0.0096460000;334551;9021.1685672818;buy;VG1987;
16 декабря 2017 г. 21:11:19;180.4200000000;0.0200000000;334514;9021.0000000000;sell;anbauak;
16 декабря 2017 г. 21:11:19;180.4200000000;0.0200000000;334513;9021.0000000000;buy;futura;
16 декабря 2017 г. 20:50:39;2344.4200000000;0.2600000000;333936;9017.0000000000;sell;Mel044;
16 декабря 2017 г. 20:50:39;2344.4200000000;0.2600000000;333935;9017.0000000000;buy;Kemaks;
16 декабря 2017 г. 20:50:10;450.3747000000;0.0499750000;333924;9012.0000000000;sell;tsigor;
16 декабря 2017 г. 20:50:10;450.3747000000;0.0499750000;333923;9012.0000000000;buy;Kemaks;
16 декабря 2017 г. 20:40:59;1199.1240000000;0.1332360000;333680;9000.0000000000;buy;gvch;
16 декабря 2017 г. 20:40:59;1199.1240000000;0.1332360000;333679;9000.0000000000;sell;yura2986;
16 декабря 2017 г. 20:40:28;3694.1000000000;0.4100000000;333644;9010.0000000000;buy;Cupriynovandrew;
16 декабря 2017 г. 20:40:28;3694.1000000000;0.4100000000;333643;9010.0000000000;sell;yura2986;
16 декабря 2017 г. 20:40:13;2277.8811700000;0.2528170000;333616;9010.0000000000;buy;Cupriynovandrew;
16 декабря 2017 г. 20:40:13;2277.8811700000;0.2528170000;333615;9010.0000000000;sell;yura2986;
16 декабря 2017 г. 20:40:13;3153.8500000000;0.3500000000;333614;9011.0000000000;buy;xDanbo;
16 декабря 2017 г. 20:40:13;3153.8500000000;0.3500000000;333613;9011.0000000000;sell;yura2986;
16 декабря 2017 г. 20:40:13;540.7200000000;0.0600000000;333612;9012.0000000000;buy;Olivia;
16 декабря 2017 г. 20:40:13;540.7200000000;0.0600000000;333611;9012.0000000000;sell;yura2986;
16 декабря 2017 г. 20:39:34;450.8500000000;0.0500000000;333594;9017.0000000000;buy;tsigor;
16 декабря 2017 г. 20:39:34;450.8500000000;0.0500000000;333593;9017.0000000000;sell;Mel044;
16 декабря 2017 г. 20:39:02;180.4202000000;0.0200000000;333566;9021.0100000000;buy;anbauak;
16 декабря 2017 г. 20:39:02;180.4202000000;0.0200000000;333565;9021.0100000000;sell;ffizzik;
16 декабря 2017 г. 22:28:57;1149.1842240000;0.1242630000;336934;9248.0000000000;buy;alextyschuk;
16 декабря 2017 г. 22:28:57;1149.1842240000;0.1242630000;336933;9248.0000000000;sell;joblam;
16 декабря 2017 г. 22:28:36;4397.7922500000;0.4754370000;336922;9250.0000000000;buy;Rogdan;
