pub_date;amnt_base;amnt_trade;id;price;type;user;
19 הוךאבנÿ 2017 ד. 10:10:10;4.2659100000;0.0090000000;392062;473.9900000000;sell;Lisiyjeka;
19 הוךאבנÿ 2017 ד. 10:10:10;4.2659100000;0.0090000000;392061;473.9900000000;buy;traicer;
19 הוךאבנÿ 2017 ד. 10:09:26;9.4798000000;0.0200000000;392048;473.9900000000;sell;Lisiyjeka;
19 הוךאבנÿ 2017 ד. 10:09:26;9.4798000000;0.0200000000;392047;473.9900000000;buy;traicer;
19 הוךאבנÿ 2017 ד. 9:43:58;249.2324740000;0.5258180000;391466;473.9900003423;sell;Lisiyjeka;
19 הוךאבנÿ 2017 ד. 9:43:58;249.2324740000;0.5258180000;391465;473.9900003423;buy;SphinkS;
19 הוךאבנÿ 2017 ד. 15:07:57;232.0000000000;0.5000000000;399148;464.0000000000;buy;Zevs60;
19 הוךאבנÿ 2017 ד. 15:07:57;232.0000000000;0.5000000000;399147;464.0000000000;sell;Lisiyjeka;
19 הוךאבנÿ 2017 ד. 15:07:44;81.3019950000;0.1748430000;399140;465.0000000000;buy;Aslonger;
19 הוךאבנÿ 2017 ד. 15:07:44;81.3019950000;0.1748430000;399139;465.0000000000;sell;Lisiyjeka;
19 הוךאבנÿ 2017 ד. 18:51:47;366.4323560000;0.8142940000;403132;450.0000687712;buy;sereduk74;
19 הוךאבנÿ 2017 ד. 18:51:47;366.4323560000;0.8142940000;403131;450.0000687712;sell;dinik;
19 הוךאבנÿ 2017 ד. 18:47:49;1883.5676450000;4.1857060000;403062;449.9999868600;buy;sereduk74;
19 הוךאבנÿ 2017 ד. 18:47:49;1883.5676450000;4.1857060000;403061;449.9999868600;sell;dinik;
19 הוךאבנÿ 2017 ד. 18:47:49;1.0000000000;0.0022220000;403060;450.0450045005;buy;cpp1PP;
19 הוךאבנÿ 2017 ד. 18:47:49;1.0000000000;0.0022220000;403059;450.0450045005;sell;dinik;
19 הוךאבנÿ 2017 ד. 18:47:03;1276.5789520000;2.8305520000;403046;451.0000000000;buy;sera27;
19 הוךאבנÿ 2017 ד. 18:47:03;1276.5789520000;2.8305520000;403045;451.0000000000;sell;dinik;
19 הוךאבנÿ 2017 ד. 18:46:44;938.4472660000;1.9815190000;403042;473.5999331826;buy;Aiderich;
19 הוךאבנÿ 2017 ד. 18:46:44;938.4472660000;1.9815190000;403041;473.5999331826;sell;dinik;
19 הוךאבנÿ 2017 ד. 18:32:24;473.7000000000;1.0000000000;402872;473.7000000000;sell;Matro;
19 הוךאבנÿ 2017 ד. 18:32:24;473.7000000000;1.0000000000;402871;473.7000000000;buy;UrsulDima;
19 הוךאבנÿ 2017 ד. 18:09:50;1429.5527340000;3.0184810000;402534;473.6000438631;sell;Lisiyjeka;
19 הוךאבנÿ 2017 ד. 18:09:50;1429.5527340000;3.0184810000;402533;473.6000438631;buy;Aiderich;
19 הוךאבנÿ 2017 ד. 19:12:16;1948.1500000000;4.1450000000;403412;470.0000000000;sell;Lexir;
19 הוךאבנÿ 2017 ד. 19:12:16;1948.1500000000;4.1450000000;403411;470.0000000000;buy;darienko;
19 הוךאבנÿ 2017 ד. 18:52:49;79.6102010000;0.1797070000;403150;443.0000000000;buy;merkyrij;
19 הוךאבנÿ 2017 ד. 18:52:49;79.6102010000;0.1797070000;403149;443.0000000000;sell;dinik;
19 הוךאבנÿ 2017 ד. 21:34:31;695.0413010000;1.4788110000;405990;470.0000885847;sell;Lexir;
19 הוךאבנÿ 2017 ד. 21:34:31;695.0413010000;1.4788110000;405989;470.0000885847;buy;ankka1981;
19 הוךאבנÿ 2017 ד. 21:34:31;248.7706990000;0.5294120000;405988;469.9000003778;sell;Matro;
19 הוךאבנÿ 2017 ד. 21:34:31;248.7706990000;0.5294120000;405987;469.9000003778;buy;ankka1981;
20 הוךאבנÿ 2017 ד. 7:33:19;80.2000000000;0.2000000000;409612;401.0000000000;buy;puma;
20 הוךאבנÿ 2017 ד. 7:33:19;80.2000000000;0.2000000000;409611;401.0000000000;sell;karamba1900;
20 הוךאבנÿ 2017 ד. 7:32:36;15.4000000000;0.0350000000;409604;440.0000000000;buy;kuzniak;
20 הוךאבנÿ 2017 ד. 7:32:36;15.4000000000;0.0350000000;409603;440.0000000000;sell;karamba1900;
20 הוךאבנÿ 2017 ד. 7:32:36;664.4000000000;1.5100000000;409602;440.0000000000;buy;glitash;
20 הוךאבנÿ 2017 ד. 7:32:36;664.4000000000;1.5100000000;409601;440.0000000000;sell;karamba1900;
20 הוךאבנÿ 2017 ד. 7:32:15;806.3897990000;1.8202930000;409594;443.0000000000;buy;merkyrij;
20 הוךאבנÿ 2017 ד. 7:32:15;806.3897990000;1.8202930000;409593;443.0000000000;sell;karamba1900;
20 הוךאבנÿ 2017 ד. 7:32:08;48.3849480000;0.1083410000;409590;446.5986837855;buy;cpp1PP;
20 הוךאבנÿ 2017 ד. 7:32:08;48.3849480000;0.1083410000;409589;446.5986837855;sell;karamba1900;
20 הוךאבנÿ 2017 ד. 7:32:08;49.5063140000;0.1108520000;409588;446.5982932198;buy;cpp1PP;
20 הוךאבנÿ 2017 ד. 7:32:08;49.5063140000;0.1108520000;409587;446.5982932198;sell;karamba1900;
20 הוךאבנÿ 2017 ד. 7:31:58;270.0000000000;0.6000000000;409580;450.0000000000;buy;sereduk74;
20 הוךאבנÿ 2017 ד. 7:31:58;270.0000000000;0.6000000000;409579;450.0000000000;sell;karamba1900;
20 הוךאבנÿ 2017 ד. 7:31:46;902.0000000000;2.0000000000;409574;451.0000000000;buy;Lexir;
20 הוךאבנÿ 2017 ד. 7:31:46;902.0000000000;2.0000000000;409573;451.0000000000;sell;karamba1900;
20 הוךאבנÿ 2017 ד. 14:13:07;1270.2818440000;2.8291360000;418288;448.9999222377;sell;sera27;
20 הוךאבנÿ 2017 ד. 14:13:07;1270.2818440000;2.8291360000;418287;448.9999222377;buy;kameta;
20 הוךאבנÿ 2017 ד. 14:13:07;0.0002200000;0.0000010000;418285;220.0000000000;buy;kameta;
20 הוךאבנÿ 2017 ד. 14:10:37;1674.0504000000;3.8046600000;418240;440.0000000000;sell;darienko;
20 הוךאבנÿ 2017 ד. 14:10:37;1674.0504000000;3.8046600000;418239;440.0000000000;buy;kameta;
20 הוךאבנÿ 2017 ד. 13:57:39;148.8374800000;0.3382670000;418004;440.0000000000;sell;darienko;
20 הוךאבנÿ 2017 ד. 13:57:38;148.8374800000;0.3382670000;418003;440.0000000000;buy;kryanya;
20 הוךאבנÿ 2017 ד. 16:14:15;463.9800000000;1.1400000000;421170;407.0000000000;buy;Matro;
20 הוךאבנÿ 2017 ד. 16:14:15;463.9800000000;1.1400000000;421169;407.0000000000;sell;SERGEY17;
20 הוךאבנÿ 2017 ד. 17:15:05;26.7160950000;0.0574540000;422346;464.9997389216;sell;Lexir;
